text,timestamp,rating
"FOR THOSE THAT ARE IN NEED OF SOME YEARNING, PASSION, ROMANCE, AND A GOOD CRY SESH…THIS ONE’S FOR YOU !!",2026-02-18T04:41:46.818Z,STAR_5
Totally garbage!!! Nothing is going with story neither costumes nor background score and it literally feels likes trying to put pieces together but together it make totally mess. And top of it climax literally sucks… I mean Emerald what were you thinking,2026-02-18T04:22:39.555Z,STAR_1
Not too keen on all the Dec,2026-02-18T04:11:19.468Z,STAR_3_5
The movie was  absolutely amazing! The cast was perfection! Highly recommend this movie!,2026-02-18T04:07:34.739Z,STAR_5
Too gloomy of a movie & too much sex scenes,2026-02-18T03:48:13.881Z,STAR_1
"So so, so good made me cry too much lol",2026-02-18T03:41:43.929Z,STAR_4_5
Original movie is much better.,2026-02-18T03:21:39.133Z,STAR_3
"I liked the movie, even though it was very predictable. I took my teenage daughter and was NOT expecting so many erotic sex scenes.",2026-02-18T03:19:12.540Z,STAR_4
"An artistic, stylistic movie that focuses on little more than being that. Beautiful costumes and sets, every frame offers beauty and intrigue. But once again, the erotic nature completely threw me out of my admiration of its nature.",2026-02-18T03:14:20.236Z,STAR_3_5
"The film felt like a completely different story than the book, with the film taking heavy liberties against the source material. This film felt like an opportunity for the director to inject kink into a classic piece of literature.",2026-02-18T00:53:30.446Z,STAR_2
Depraved and sickening. Not a romance movie.,2026-02-18T00:30:30.691Z,STAR_1
"It was visually stunning the sets, the cinematography and the costumes. Jacob Elordi played a good Heathcliff, however, Margot Robbie lacked the depth of Cathy. What in the ‘Rebecca’ was going on with Nelly?!?",2026-02-18T00:15:40.980Z,STAR_2
"Beautifully sad love story, amazing cinematography and phenomenal actors!",2026-02-17T23:57:38.148Z,STAR_5
"Interesting show, sad ending!",2026-02-17T23:37:41.222Z,STAR_3_5
"It was lit and shot well very painterly. The acting was great too. The reason I didn't give it 5 stars was because many scenes were too long with little action or dialogue. As my film prof. would say, cut, cut, cut down to 90mins and you've got a 5 star movie.",2026-02-17T22:18:57.074Z,STAR_3
"Gross, violent, graphic and unpleasant. Walked out 13 minutes in.  Save your koney",2026-02-17T21:37:36.579Z,STAR_0_5
LOVE ITTTTTTTT DYING FOR UUU,2026-02-17T21:37:31.983Z,STAR_5
Had me weeping start to finish. One of the most beautifully heartbreaking movies,2026-02-17T21:24:41.478Z,STAR_5
Absolutely beautiful film,2026-02-17T21:15:39.344Z,STAR_5
"Horrible. Terrible storyline, crummy acting, and overall a shit movie",2026-02-17T19:38:11.134Z,STAR_0_5
Not a favorite. No actual story. Good acting,2026-02-17T19:33:18.319Z,STAR_2
"Poorly done remake. Should never have said it was a Wuthering Heights adaptation.  Not even the good of a good movie if you've never read the book. Not worth seeing, save your money.",2026-02-17T19:05:27.076Z,STAR_1
Did not go into depth of why Heathcliff was the way he was.  It only showed the lust they had for each other and not love.  Weird sexual scenes.  ( her putting her finger in the fish???),2026-02-17T18:57:56.393Z,STAR_1_5
"This movie was visually beautiful, well acted, emotionally devestating, and a whole piece of art. I have never read the book so I don’t feel any sort of attachment to the original story or how the movie differs from it. Well done!",2026-02-17T18:57:41.366Z,STAR_5
"amazing, the love, the lust, the disloyalty it just gave amazing scenes ❤️",2026-02-17T18:06:15.701Z,STAR_5
I thought it was beautiful,2026-02-17T17:16:55.204Z,STAR_4_5
"All around just an Amazing adaption of  Wuthering Heights!  Jacob Elordi sizzles, and his talent is boundless!! Margot Robbies talent really shines and shows us why she is one of the best actresses of our generation! The ending is brave and bold.",2026-02-17T17:12:00.060Z,STAR_5
For my wife it was 10/10 for me it’s was like a 6/10,2026-02-17T16:42:31.806Z,STAR_5
Visually stunning but lacked in script.,2026-02-17T16:03:33.490Z,STAR_1
the cinematography was amazing but the overall plot of the story was just a lot of sex and abuse and that's not usually what i look for in a love story and it seems like they amped it up A LOT compared to other versions,2026-02-17T14:47:29.091Z,STAR_2
"The yearning, the cinematography, the visuals - exceptional. Obviously it did not follow the book exactly, but the toxicity of both characters was captured well.",2026-02-17T14:31:57.442Z,STAR_5
"I liked how it was very similar to the book, but I did not like the extra stuff and the changing of the way Cathrine dies in the end.",2026-02-17T14:17:53.177Z,STAR_4_5
Loved the acting and the way it was filmed. Seemed like a painting come to life.,2026-02-17T13:39:33.994Z,STAR_4
This was so good! The adaptation of Wuthering Heights was fantastic! You feel their longing for each other! In my book better than Romeo and Juliet! I give it 10s!!,2026-02-17T12:32:17.942Z,STAR_5
"Wish I could have just left. slow at the beginning, don't don't take a guy with you to see this movie.",2026-02-17T12:21:20.652Z,STAR_1
"close to a ""B"" rated porno flick and way too long!",2026-02-17T11:58:05.871Z,STAR_1
"A great interpretation of a classic. Obviously, there were differences but the chemistry between Jacob Elordi and Margot Robbie was some of the best I’ve ever seen.",2026-02-17T09:44:31.203Z,STAR_5
Decent enough. Not as good as the book but was interesting.  Added parts gets too ridiculous at times though,2026-02-17T09:23:45.208Z,STAR_3
Great classic movie !,2026-02-17T08:41:21.687Z,STAR_5
"Rainy is perfect got a good movie.  Staff are nice, concessions are great, movie viewing area is nice and clean.",2026-02-17T07:55:54.020Z,STAR_5
I really liked it. It was well done! It held your interest throughout the entire movie!,2026-02-17T07:19:25.356Z,STAR_5
"This is the director's fan fiction. I enjoyed her direction as I was never bored. But the writing is hollow. Elordi is the worst part. He doesn't have a single acting bone in his body. He genuinely seems like a zombie, so he still seems like Frankenstein's monster.",2026-02-17T07:14:38.997Z,STAR_2
Amazing.. need to watch it again,2026-02-17T06:37:26.230Z,STAR_5
At first I was so moved and upset with the ending until the very end where they’re children again and you hear his affirmation of love and see her smile. Won me over!,2026-02-17T04:19:25.731Z,STAR_5
Story is disgusting!,2026-02-17T04:14:24.369Z,STAR_1_5
sadistic love affair but scenery and outfits were beautiful. did not care for it. 3 stars is generous.,2026-02-17T04:04:48.053Z,STAR_3
Emerald Fennel should be charged for her crimes against humanity lol,2026-02-17T03:54:19.375Z,STAR_1
I liked everything- closeups of their faces and how they expressed their feelings- very realistic very tastefully done,2026-02-17T03:44:04.373Z,STAR_5
All I gotta say is you could hear everyone crying,2026-02-17T03:37:15.416Z,STAR_5
Long & drawn out. I understand the story line but it’s not all it was hyped up to be.,2026-02-17T03:18:33.819Z,STAR_1_5
"Emily Brontë, actually, would be incredibly happy someone turned her book into this dark, effed up masterpiece. I said what I said and my English lit degree STANDS BY IT.",2026-02-17T03:14:40.090Z,STAR_5
"I saw the movie twice. I needed to see it twice to appreciate the visual artistry and adaptation of the original story.  The cinematography, costumes, music and the main characters were beautiful.  This version of the story was unique and perfect on its own. You either will love it or hate it if you compare it to the book or other movies previously made.",2026-02-17T03:01:49.739Z,STAR_4_5
That movie was hot steamy and sexy . Romance tragedy of course. Great chemistry between Jacob and Margo. They were great together.,2026-02-17T02:13:56.555Z,STAR_5
Great Cinematic production and soundtrack. Definitely not what I was expecting though,2026-02-17T01:56:02.214Z,STAR_3_5
"Havent cried from a romance movie in a while. Had me in my feelings and was very moving. The cinematography was stunning, and the music was really good.",2026-02-17T01:50:52.566Z,STAR_5
"Good movie , good watch . . Definitely a great date . Did more than I can say in the theater",2026-02-17T01:44:41.538Z,STAR_5
worth it if you’re a freak,2026-02-17T01:35:33.652Z,STAR_3_5
A lot of literary license taken to make this version more like Saltburn than Wuthering Heights,2026-02-17T01:32:49.444Z,STAR_2_5
They ruined the ending,2026-02-17T01:18:06.148Z,STAR_1
Loved it!!! Made me laugh and cry!,2026-02-17T00:58:22.915Z,STAR_5
Beautiful!!! Different from the book but still so beautiful,2026-02-17T00:18:14.536Z,STAR_5
I may never recover. Great movie.,2026-02-17T00:10:43.863Z,STAR_5
The story was heart wrenching but so intriguing. The cinematography was exquisite. The acting superb.,2026-02-17T00:06:03.554Z,STAR_5
Best movie I’ve seen in theaters since before covid,2026-02-17T00:01:14.584Z,STAR_4_5
"The movie was well done, good pacing (kept interest) colorful (but not comically colorful) and beautiful scenery and settings, all actors and actresses involved in the film were exceptional.",2026-02-16T23:57:47.281Z,STAR_4
Other than Cathy and Heathcliff the other characters were under developed.  Older versions of the movie were more true to the novel.,2026-02-16T23:52:32.484Z,STAR_2_5
"It was so over the top and unapologetic about it, I loved it! I laughed, cried, and cringed- which is hard to get today’s audience to do. The characters were somehow so obscenely terrible, self-indulgent, and obnoxious and yet you still found yourself emotionally invested in them. Kudos Emerald Fennel and co. on another wild ride!",2026-02-16T22:58:39.217Z,STAR_4_5
I throughly enjoyed it!,2026-02-16T22:43:55.567Z,STAR_5
"Enjoyed it! Beautiful cinematography, good acting, but sad ending! And beautiful movie theater, hope more people come to see the movies. 
One thing bad: The previews are too Loud!!! That will prevent some of us comining.",2026-02-16T22:23:02.605Z,STAR_4_5
Really enjoyed it! It was an emotional gut punch & the chemistry between Margot Robbie & Jacob Elordi was palpable.,2026-02-16T21:55:41.193Z,STAR_4
Another masterpiece but it was kinda sad at the end,2026-02-16T21:54:50.813Z,STAR_5
"This is not the Wuthering Heights I remember reading....beautiful to look at but very twisted. Would not have title it Wuthering Heights maybe Heathcliff and Catherine or H & C. This is very loosely based on the story. Trying to explain this to my boyfriend was quite the challenge, he could not see ""Greatest Love Story"". I had to show him the an earlier original 1939 movie to understand. And apologize for the torture.",2026-02-16T21:51:40.169Z,STAR_1
Too dark. & dreary. Also too loud,2026-02-16T21:21:42.630Z,STAR_3_5
Enjoyed the aesthetic visuals on the big screen…casting could have been better…. the story and chemistry were disappointing & did not live up to my expectations.,2026-02-16T21:08:18.856Z,STAR_2_5
Very good movie with solid performances by the two leads,2026-02-16T20:30:22.783Z,STAR_4_5
It was great. The set was breathtaking and that and the music so atmospheric. If you read the book then the ending as well as how the physical beauty of Jacob Elordi would feel disingenuous to the book. You could however feel the heat between him and Margot Robbie.,2026-02-16T19:58:46.688Z,STAR_4
Jacob Elordi is the next big thing!  So hot!  Great movie!!,2026-02-16T19:54:14.472Z,STAR_5
"Visually stunning! Gorgeous BDSM bodice ripper. Alas, all style and no substance.",2026-02-16T19:31:57.287Z,STAR_3
So so good I had to see it twice and thinking about seeing it a third time,2026-02-16T18:57:13.858Z,STAR_5
"Hotdog water. This must be in the top 5 worst movies I've ever seen. You're supposed to care for the woman cheating on the only good man in the movie. You're supposed to care for the guy who turned another woman into a dog as revenge for the main girl stating she couldn’t cheat anymore. Half the movie was (thankfully clothed) smut. The set design was interesting, but also just gross. Red floors and a fireplace made of plastered hands? Yikes. Cheating on your husband isn’t romantic and abusing another woman to get back at your love interest isn’t, either. I think the film writers need therapy. The one redeeming part of the film was the short stretch of their childhood. The child actors did well, and the story peaked there.",2026-02-16T18:48:47.272Z,STAR_0_5
"It's not the book. It's a maximalist, impressionist study of the feeling the book gave a 14 year old Emerald Fennell. Don't expect a character study or the ambiguity and redemption of the ghost story that inspired it, and enjoy the vibes. The color and shape motifs, the expressions and both heat and cruelty of the two mains make it worth your time. It's basically a tone poem, and if you dig the tune and the aesthetic, you'll enjoy it.",2026-02-16T18:33:21.243Z,STAR_5
"A modern twist on an old story. Actors, cinematography, lovely to look at. Wasn't a huge fan of the music they chose, however. More of a distraction during scenes when less would have been more. All in all would see it again.",2026-02-16T18:31:33.444Z,STAR_4
Visually striking and the genre is not typically my cup of tea but it was entertaining.  Acting by both Elordi and Robbie was well done.  The culmination of the story was a bit off putting to me but again not my preferred genre,2026-02-16T17:50:26.271Z,STAR_3
Let’s go bits and chains,2026-02-16T17:23:53.542Z,STAR_5
"it was great, definitely lived up to the book. whole theater was crying at the end.",2026-02-16T17:20:00.077Z,STAR_5
"Beautifully shot. Great moments. But, it went a little too long to enjoy the whole movie. It got annoying at the end",2026-02-16T17:16:39.071Z,STAR_3_5
Best movie I have watched in years!,2026-02-16T16:53:17.948Z,STAR_5
"What a luscious, feral, transgressive, and haughty take this film was! Wuthering Heights was my entire personality for a bit in my teens, with more attention to the obsession and infatuated turmoil Cathy and Heathcliff put each other through to push back on each others love being what I mostly took from it, at that age. While there are many storylines and subplots not explored in this film, it still translated a heart wrenching dance of madness between the two characters and showcased just how far they would push one another for the sake of societal needs and wants. The production design was stunning, the acting was on point, and if you left wanting a love like that, Im going to ask you to see multiple doctors.",2026-02-16T16:42:26.437Z,STAR_3_5
pretty good sexy take on the most toxic couple you know,2026-02-16T16:33:29.232Z,STAR_4
"So good. I forgot how absolutely wretched those characters are and yet you still sympathize with them while at the same time hating them. Soooo good. They took some liberties with the story that were actually really good plot points and didn’t upset me. And the set design, costumes, and artistry were top notch",2026-02-16T16:32:48.178Z,STAR_5
"Extremely disappointing. I was looking forward to seeing a new version of the classic, but this totally missed the mark. It's dark, it's brooding, it's incomprehensible, dreary and boring.",2026-02-16T16:23:39.411Z,STAR_1
Its a fabulous gut-wrentching love story.,2026-02-16T16:12:49.410Z,STAR_4
Beautiful. Hot. Let go of the book and enjoy the ride.,2026-02-16T16:11:19.028Z,STAR_5
not a dry eye in the threater,2026-02-16T15:48:49.314Z,STAR_5
Tragic and beautiful love story. Well acted and great music!,2026-02-16T15:32:10.498Z,STAR_5
"Amazing!!…even better than expected! Will go see again at theater! Go, go, go! Most see on the big screen…loved it.",2026-02-16T15:15:34.807Z,STAR_5
"Different from the book but loved the acting, costumes & landscape",2026-02-16T14:59:47.427Z,STAR_5
"Truly a journey to a land of classic literature while delving into fantastical elements of Emerald Fennel’s interpretation of Wuthering Heights. I found it beautiful, miserable, unnerving, and destructive. Will watch a couple more times.",2026-02-16T14:56:58.278Z,STAR_4_5
This movie kept us longing to see it again. It is a beautiful yet tragic love story. The acting is superb by all and the scenery and costume design is impeccable. Cant wait to see it again and again!,2026-02-16T14:08:16.991Z,STAR_5
Super cute love the storyline. The ending was so sad I cried but still loved!,2026-02-16T13:10:53.122Z,STAR_5
"If you consider Emily Brontes text as the definite Wuthering Heights source then this movie is a miserable failure.  If you  let it stand on its own as an illuminator of a few themes that Bronte addressed it is a passable film - more powerful when the children are on screen.  The adult leads try hard, but fail to convey the subtlety and nuance of its titled source.",2026-02-16T12:55:55.046Z,STAR_2_5
"Liked cinematography, costumes, and acting. Hated the gratuitous sex scenes.  They add nothing to the movie. We did not need to see the barn scene or the twisted behavior of Heathckiff and Isabella.",2026-02-16T11:46:30.074Z,STAR_3
Beautifully shot and cinematically emotion evoking!,2026-02-16T08:28:52.296Z,STAR_5
"It doesn’t go by the book. In fact, it is degrading to the author Emily Bronte. Her book was a classic. Many people had to read Bronte’s book in highschool English. I even did a research on Emily Bronte and her only book she ever wrote. Hollywood changed the story line, added characters and events that were not in the book, and made it into a trashy movie with all of the sex. Very disappointed in it! People that have not read Emily Bronte’s book will judge her as a bad author based on this 2026 movie. I don’t recommend anyone wasting their time to see this movie!",2026-02-16T06:25:16.578Z,STAR_0_5
Visually appealing. Margot Robbie should be nominated for her third academy award for this role. Jacob Elordi proved that he is the next big thing when it comes to the cinema. Apparently the literary fans were disappointed. I went in with 0 knowledge of the book and found it to be a great film.,2026-02-16T06:17:16.832Z,STAR_5
Majority of the movie is amazing!! Some parts are a little too degrading,2026-02-16T06:10:43.962Z,STAR_4_5
Too much but love the story line,2026-02-16T06:05:51.915Z,STAR_4
"Some of the casting choices felt off, the score at times felt too obvious but not in a cool way. The broodiness was expected but it got boring. Overall, meh.",2026-02-16T05:44:46.380Z,STAR_2_5
"Very sad and twisted.  If that's what you like, this is your movie.",2026-02-16T05:35:44.336Z,STAR_2
Loved this movie. Exceptional.,2026-02-16T05:22:01.473Z,STAR_5
"It was weird and bad. Bad sets, bad acting, bad sound track, weird scenes, 2 hours of gloom. Almost walked out it was so bad but my wife wanted to see it so I had to suffer through it with her. You know it is a bad movie when people in the theater are laughing at its ridiculousness.",2026-02-16T05:05:56.033Z,STAR_1
"Great, but sad love story",2026-02-16T04:35:05.878Z,STAR_4
I wanted to walk out many times during the movie. I kept hoping that passion or the acting would make up for all the things that were changed or left out from the book.. but there was no chemistry between the main protagonist. Don’t waste your money. Watch the Tom Hardy version instead.,2026-02-16T04:23:08.525Z,STAR_0_5
Wonderful tragic love story.,2026-02-16T04:05:54.991Z,STAR_4
"This adaptation of WUTHERING HEIGHTS is really a different story with different characters than in the novel, which changes a story that was fundamentally about the cycle of child abuse into a run-of-the mill period love triangle. Catherine is no longer a borderline persionality, Heathcliff is transformed into a Romantic Hero instead of a cruel Byronic one, and Isabella is a quirky, mousey young woman instead of smart and beautiful but tragically naive. Cut from the film is the entire second half of the novel, including Catherine's daughter, Cathy, and Heathcliff and Isalbella's son Linton, and their love affair and the abuse they suffer at the hands of Heathcliff. While this could be considered an average film if it didn't claim to be an adaptation of WUTHERING HEIGHTS, seeing one of my favorite novels desicrated in this manner made we want to hurl",2026-02-16T03:38:05.647Z,STAR_2
"The most vile, wretched, disgusting movie. Self indulgent and gratuitous.",2026-02-16T03:30:09.974Z,STAR_0_5
"Kinda a hard movie to follow also a lot of just expecting you to go with it, ending was pretty good tho.",2026-02-16T03:19:41.023Z,STAR_2_5
"I liked the sexiness of the movie, however there were many differences from the book. I am a fan of Jacob Elordi and it’s hard not to like his performance. I still don’t know how I feel about his character turning abusive, but he was a tormented soul.",2026-02-16T03:06:40.785Z,STAR_4
"Worst version of  the book I have ever seen. Far too dark. I was so happy when it was over,.",2026-02-16T03:06:35.596Z,STAR_0_5
"I was extremely satisfied with the movie and loved the departure It took from the book. Really making it its own interpretation of the directors feelings and emotions when thinking of the story of Catherine and Heathcliff, and not following the book scene by scene. I’m a big Margot Robbie fan and have been watching Jacob Elordi’s career just skyrocket with great film after great limited series after great show… All of them playing characters vastly different and complex. I thought that, given where Emerald Fennel took the movie, it made the casting make more sense. This was definitely not an adaptation, just as she said it would not be. But it was a true love letter to the themes of the book without falling into the ridiculously long line of film and television adaptations that Wuthering Heights has had over the years and, by making the choices that she did, she has taken this and set it completely in its own world. I definitely enjoyed watching what ended up being an extremely original and heartbreaking film of what happens when love becomes the pure essence of toxic. I highly recommend this film for anybody looking for a love story that can’t be put in a category and riveting performances, not just by the two leads, but by supporting cast, Hong Chau in particular.",2026-02-16T03:00:04.195Z,STAR_3_5
"Absolute must-see. I find it entertaining from start to finish. This is a good movie deserve a fair chance.  Go see and enjoy the movie, we can support what we love regardless of what others say.",2026-02-16T02:43:06.424Z,STAR_5
It was two twisted I didn’t like it,2026-02-16T02:41:07.607Z,STAR_1
"A stunningly visual and visceral adaptation of a classic. It is fresh with a touch of the writer/directors 14 year old musings of the beloved Bront novel. Once you get over Fennels poetic license with the books structure and character amalgamations, there is a sense of satisfaction with the consummation of Cathy and Heathcliff's love and with Cathy understanding Nellies role in her demise. Dont expect anything and just go on Emeralds journey.",2026-02-16T02:35:21.193Z,STAR_5
"First and foremost I did not read the book and only watched a singular trailer which implied a romantic feel with some tragedy and romance. However this movie can be the farthest thing from that. Aside from the amazing cinematography everything else was . The characters never fully developed, too many sex scenes and not enough time to explore characters like Isabella, Nelly (I think that was her name) etc. And upon educating myself on the actual story this was even worse. I feel like Elordi had so much potential to do a good job (even though a black/brown individual shouldve played the character) if he was given actual dialogue and not so many sex scenes and I think that is displayed in his delivery in the last scenes. Overall cinematography was amazing but the soundtrack, story progression, certain costume choices, marketing, and over-saturation of sex made this horrible..sorry",2026-02-16T02:30:03.522Z,STAR_2
Sound track to die for. Mesmerizing. Very romantic,2026-02-16T02:26:08.139Z,STAR_5
This film left the whole theater in tears! Great acting and film!,2026-02-16T02:16:14.342Z,STAR_5
I absolutely loved it. The film was beautiful.. every single detail. Actors were amazing. Just a great rendition of the classic tale.,2026-02-16T02:15:58.539Z,STAR_5
My daughter would have given it a zero star if possible.  Maybe even a negative number.,2026-02-16T01:49:08.132Z,STAR_1
Not what I expected based on the book.   Definitely not my favorite movie of the year.,2026-02-16T01:16:13.122Z,STAR_2
"Steamy. Good story, interesting cinematography.",2026-02-16T01:08:47.205Z,STAR_3_5
This version was very dark and more about lust than love. The original movie was a beautiful love story. This one was disturbing and disappointing,2026-02-16T01:03:27.504Z,STAR_1
Wonderful movie!  Well done. I enjoyed every minute. It kept me entertained the entire time. There was not one minute I was board.,2026-02-16T00:53:58.032Z,STAR_5
loved everything about it! 10/10,2026-02-16T00:41:27.546Z,STAR_5
Incredible acting and Cinema photography. A great date movie.,2026-02-16T00:29:39.636Z,STAR_5
Beautifully shot for IMAX. Colors were exceptional. Fantastic acting and story.,2026-02-16T00:07:17.378Z,STAR_5
Wow. What just happened? This is the love story you’ve been wanting to see. Brilliant. Don’t miss it.,2026-02-15T23:55:49.950Z,STAR_5
Don’t let people’s opinions dictate whether you should go see a film or not. Absolutely loved it,2026-02-15T23:48:28.531Z,STAR_4_5
Beautiful movie! Great acting and I already want to see it again!,2026-02-15T23:30:10.187Z,STAR_5
Jaw on the floor. Amazing. Beautiful.,2026-02-15T23:22:23.915Z,STAR_5
Very good. Minus the ending lol.,2026-02-15T23:05:18.601Z,STAR_5
"Beautiful scenery, story and great acting❤️❤️",2026-02-15T23:01:14.002Z,STAR_5
Awful - save your time and money,2026-02-15T22:57:57.310Z,STAR_1
So the heights failed to wuther,2026-02-15T22:55:42.940Z,STAR_2
"I am still wondering whether I enjoyed it or not. On one hand it had some absolutely gorgeous cinematography and beautiful scenery. On the other hand it felt slightly corny, scatterbrained, and freaked out.",2026-02-15T22:55:15.122Z,STAR_2_5
"I've not read the book so I cannot speak to any similarities or differences, but I enjoyed it. It's definitely a tragic ""love""story about a toxic love and I wasn't prepared for how dark it was. There were some lighter moments that made me chuckle and  I thought all the actors did amazing! I haven't seen Margot Robbie in much other than Barbie and was impressed by her range as an actress. I really disliked her most of this movie?
It's not my normal go to movie so I didn't love it,  but it was enjoyable and I liked it.",2026-02-15T22:15:09.488Z,STAR_3_5
"Don’t let the negative takes on this film fool you; they definitely come from a bunch of conformists eager to seem nuanced. I almost fell for it too, but I’m so glad that I took the ""gamble"". This film is a stunning visual and emotional experience that deserves to be seen.",2026-02-15T22:13:40.243Z,STAR_5
Amazing movie I was in tears by the end,2026-02-15T21:58:55.845Z,STAR_5
"I see what you did here emerald. This is for the girls who love movies. A lot of changes from the source material FYI. In my opinion it only elevates the way she filters this story through her own perspective. I laughed, I yearned, I cried.",2026-02-15T21:54:45.694Z,STAR_5
movie sucked and made no sense,2026-02-15T21:11:40.308Z,STAR_1
This movie was so amazing. I had no idea how impactful movie could be until after I watch this movie. Jacob Elordi and Margot Robbie were amazing.,2026-02-15T21:05:28.367Z,STAR_5
The acting was fantastic.,2026-02-15T21:03:03.778Z,STAR_5
I absolutely loved the move! It embodied the tragic love that Kathrine and Heathcliff had for each other.,2026-02-15T20:49:48.389Z,STAR_5
This movie is perfection.  I was captivated from start to finish.  I have no notes to give!!,2026-02-15T20:45:05.437Z,STAR_5
OMG. It hit me so hard. Didn’t expect to cry that much. But I love this movie so much! It’s Hauntingly Beautiful and Deeply Emotional. I hope everyone should give it a chance to see it in theaters. Such a good movie!,2026-02-15T20:42:53.561Z,STAR_5
It’s a movies that’s supposed to stir a reaction from you but it’s by no means a romantic. If you loved the book you won’t like this movie. But if you’re looking to artfully dissect it into pieces then buy a ticket.,2026-02-15T20:38:00.701Z,STAR_3_5
"BRUTALLY, OBJECTIVE REVIEW! 
Watched it with my boyfriend on Valentine's Day, FULLY knowing it was a ""dark romance"" and a toxic relationships display type of movie. However, 80% of the movie was purely just sex and boobs. Basically just porn. The actual plot and depth of the movie were in the last 35 minutes of the 2hr and something movie. I wish this film actually honored the book. HECK, at least HALF of it. But it couldn't even do that. Oh well, in the casting director's words, ""it's just a book"". 
I think the only thing that stayed true is how Edgar did no wrong and was an exceptionally great man and husband. That's it. Do I recommend watching it? NO! Wait for the YouTube clips and reviews.",2026-02-15T20:16:09.748Z,STAR_1
Production design! Music! Margot! This is what the movies are for folks!!! It’s about vibes and they were good and weird and gothic!!!,2026-02-15T20:05:21.706Z,STAR_5
NOT WUTHERING HEIGHTS. Go read the book and/ or watch the 90’s film with Ralph Feinnes. Don’t watch this juvenile trash.,2026-02-15T19:48:08.886Z,STAR_0_5
Absolutely beautiful and breath-taking! Worth a watch!,2026-02-15T19:40:07.298Z,STAR_5
Much better than expected. I had no knowledge of the book plot going into this movie but I loved every minute of it.,2026-02-15T19:30:37.123Z,STAR_5
It made Valentine's Day memorable,2026-02-15T19:28:52.479Z,STAR_5
"The movie covered less than half the book which makes sense, particularly with certain themes like the cheek matched walls, but leeches being all over the room and her having no kids doesn’t leave room for a sequel which seems entirely possible considering the delusional support this movie has garnered during its opening weekend. For a cast led by two hollywood stars it felt rather unremarkable, largely because it was nothing more than a freak fest for the better part of two hours. This movie was clearly targeted to satisfy the valentine’s day romantic fantasy but as someone who read the book it was an utter disappointment and ruined what was otherwise a great night. If there’s any positive takeaways, the cinematography and drama helped save this poor attempt at adapting a classic novel.",2026-02-15T19:03:47.774Z,STAR_1_5
"Worst movie ever! Don’t waste your time. It’s a tragedy on top of a tragedy. The sensual build up is all lost on their miserable delivery of the peak. It’s simply a reminder that dysfunctional breeds dysfunction. The actors are amazing, but this book should have been burned before it ever made it to the big screen. I’ll never get those hours back. Terrible all around.",2026-02-15T19:01:05.414Z,STAR_0_5
"I absolutely loved this film. It is a modern adaptation, it’s not meant to follow the book by every word. I went into this with an open mind, and I was deeply impressed with the ways Emerald Fennell leaned into the female gaze. The visual style, music, and screenplay were rich with double meanings and deeper themes that the viewer might miss during the first or second watch. I truly enjoyed this film and believe Fennell has given us yet another masterclass on excellent cinematography.",2026-02-15T19:00:00.002Z,STAR_5
Weird relationships.,2026-02-15T18:52:20.211Z,STAR_2
ABSOLUTELY AMAZING. BEAUTIFUL. TRAGIC.,2026-02-15T18:39:45.188Z,STAR_5
"I liked the actors especially the females. The male characters seemed 1 dimensional. Beginning was decent then when new Heathcliff came back from where ever he went, the movie took a turn for the worse. I wanted it to end sooner. Thought it was weird Margot breast kept being served up on a platter. She is naturally pretty not sure that needed. Nice art visuals but nothing heart felt.",2026-02-15T18:37:18.154Z,STAR_2_5
Passionate... raw... interesting to watch,2026-02-15T18:36:09.057Z,STAR_5
it was good but sad 😭,2026-02-15T18:32:51.678Z,STAR_5
Great adaptation of the novel.,2026-02-15T18:32:48.177Z,STAR_5
Dark. This adaptation is a confusing and disjointed storyline that eventually becomes boring and repetitive.,2026-02-15T18:30:07.527Z,STAR_2
We absolutely loved it. The book is amazing and this is completely different which is okay. It’s still tragic and heartbreaking and filled with toxic obsession. I can’t wait to see it again!,2026-02-15T18:25:33.274Z,STAR_5
"Cinematography was impressive.  Wasnt quite sure about the guy who was hung at the beginning but I guess it was an omen of things to come.  Anyway, poetic license with the original was a bit off but acceptable.  Went on V-day so titillated at the right time. Didnt seem to develop the plot without the background of the characters.  Maybe the book didnt either, havent read it.  Would recommend seeing the old version with Olivier first.  On second thought probably not.",2026-02-15T17:57:44.213Z,STAR_3_5
"Loved this movie, great actors A++",2026-02-15T17:54:05.852Z,STAR_4
Gothic romance turned up to 12- bold choices from emerald fennel that have made herself one of the few marquee female directors. Great acting- loved it. 3rd act is a little cray but loved the film.,2026-02-15T17:38:08.856Z,STAR_4
"Enjoyed the movie very much!  Great acting, costumes & scenery!  I only wish it had the ghostly haunting part from the actual novel at end.  Emily Brontë’s one & only masterpiece!",2026-02-15T17:19:57.354Z,STAR_4_5
"Had been waiting for awhile to see this movie. I knew by the previews it was going to be erotic!?! , but Wow it was Intense!!! Great for couples to see together. Makes sense to open it up on Valentine's Day weekend. I myself was not coupled up. Still enjoyed it though.",2026-02-15T17:10:45.994Z,STAR_4
